scale,sc2/sc1,hom/sc2,het/sc2,het/hom,hom/hom-opt,hom/hom-opt-matv,sc2/hom-opt,sc2/hom-opt-matv,sc1/hom-opt,sc1/hom-opt-matv,het/het-opt,het/het-opt-matv,sc2/het-opt,sc2/het-opt-matv,sc1/het-opt,sc1/het-opt-matv,
20000Pro,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
200000Pro,51.31,2.26,9378.26,1384.69,175.99,223.1,142.87,183.96,9.77,9.38,14.91,404.32,12.16,30.93,0.11,0.52,
